nom,age,metier,frequence,plateformes,minecraft,similaire,jeu_similaire,premiere,seconde,sens,situations,interet,logique,faire,objectifs,manques,surpris,plaisir,prefere,commentaires,processus1,processus2,processus3,prefere,autres_p1,autres_p2,autres_p3,lieu1_couleur,lieu1_description,lieu2_couleur,lieu2_description
,12,aucun,4,1,3,0,,j avais deja un stuff en pierre,je n ai pas compris le pouvoir : roi des lapins,1,3,3,1,4,0,0,4,1,la deuxieme.car il y avais les pouvoir donc je savais quoi faire, je n ais pas bien compris les pouvoirs a par un cheval qui nous protège et un pnj qui est entouré de lapin, , ,, le pouvoir companion car le cheval me protege ,2,1, ,,,,
