nom,age,metier,frequence,plateformes,minecraft,similaire,jeu_similaire,premiere,seconde,sens,situations,interet,logique,faire,objectifs,manques,surpris,plaisir,prefere,commentaires,processus1,processus2,processus3,prefere,autres_p1,autres_p2,autres_p3,lieu1_couleur,lieu1_description,lieu2_couleur,lieu2_description
,17,term s,4,1,3,0,,rien d'anormal,un bâton magique pouvant faire apparaitre des chevaux et un villageois ,1,3,4,3,3,3,3,3,4, la deuxième le bâton était bien fun,très bonne initiative , pas utilisé, je les ai tous couchés,,"celui des lapins, bien fun",1,3,2, ,,,
