nom,age,metier,frequence,plateformes,minecraft,similaire,jeu_similaire,premiere,seconde,sens,situations,interet,logique,faire,objectifs,manques,surpris,plaisir,prefere,commentaires,processus1,processus2,processus3,prefere,autres_p1,autres_p2,autres_p3,lieu1_couleur,lieu1_description,lieu2_couleur,lieu2_description,lieu3_couleur,lieu3_description,lieu4_couleur,lieu4_description,lieu5_couleur,lieu5_description,lieu6_couleur,lieu6_description,lieu7_couleur,lieu7_description,lieu8_couleur,lieu8_description,lieu9_couleur,lieu9_description,lieu10_couleur,lieu10_description
,13,collégien,4,"1,2,3,4",3,0,,n'ayant pas utilisé le bâton magique je n'ai rein qui m’aie marqué à part la chance que j'ai eu en minant,n'ayant pas utilisé l'objet durant la première partie rien n'a vraiment changé à part le fait que je soit sorti dehors pour macher,3,1,3,2,2,3,4,2,4, j'ai préféré la seconde partie car elle m'a semblé plus normal, non, , , ,,,,,rouge, j'ai miné dans la zone avec le rouge,bleu,j�ai marche,,,,,,,,,,,,,,,,,
