13;college;3;[1];0;0;
"le jeu est très bien parce qu'il a beaucoup de chose intéressants.";"il y a eu beaucoup de zombies et beaucoup d'animaux et je trouve sa cool!!"
4;4;4;0;0;0;4;4;0
" ";" "
" ";" ";" ";;
;" "
