nom,age,metier,frequence,plateformes,minecraft,similaire,jeu_similaire,premiere,seconde,sens,situations,interet,logique,faire,objectifs,manques,surpris,plaisir,prefere,commentaires,processus1,processus2,processus3,prefere,autres_p1,autres_p2,autres_p3,lieu1_couleur,lieu1_description,lieu2_couleur,lieu2_description
,10,ecolier,1,"5, tablette",3,0,,les objets magiques,des zombies et des poulpe ,1,2,1,1,3,2,1,3,0, la première car il y avait l'objet magique et que j'étais invincible, , il n'a pas fonctionné," je n'ai pas compris son, utilité",, aucun,1,1,,rouge, traits,,
