nom,age,metier,frequence,plateformes,minecraft,similaire,jeu_similaire,premiere,seconde,sens,situations,interet,logique,faire,objectifs,manques,surpris,plaisir,prefere,commentaires,processus1,processus2,processus3,prefere,autres_p1,autres_p2,autres_p3,lieu1_couleur,lieu1_description,lieu2_couleur,lieu2_description,lieu3_couleur,lieu3_description,lieu4_couleur,lieu4_description,lieu5_couleur,lieu5_description,lieu6_couleur,lieu6_description,lieu7_couleur,lieu7_description,lieu8_couleur,lieu8_description,lieu9_couleur,lieu9_description,lieu10_couleur,lieu10_description
,12,école à la maison,4,"1,2,4",3,3,roblox et unity,cool mais les lapins ils m'énervent ,super cool calme ça allait ,2,1,2,0,0,0,1,0,2, la première parce que le roi des lapin il m'énervent mais sinon c'est super cool, non!, moi non. mais lui il ma aidé," non j'ai pas compris comment ça marchait, lui il m'attaquait", pas utilisé,le companion parce qu'il m'a aidé ,3,3,3,bleu , j'y ai construit une maison,, ,, ,, ,, ,, ,, ,, ,, ,,
