30;"Chomeur longue durée";3;"[2,3,4,5,jeux de plateau]";3;2;Kerbal
"Un grand moment de solitude.";"Le cheval, même s'il ne m'aidait pas, sa présence me réchauffait."
"ni l'une ni l'autre";"ni l'une ni l'autre";"plutôt la deuxième";"plutôt la deuxième";"ni l'une ni l'autre";"plutôt la première";"plutôt la deuxième";"plutôt la deuxième";"plutôt la deuxième"
" La deuxième, parce que j'avais la présence d'un pnj qui m'accompagnait.";"Non, et vous ? "
" Le cheval, qui parfois attaquait les méchants qui venaient de m'attaquer.";"LOL, le mec il m'a défoncé mon pote le cheval puis de manière aléatoire (enfin... je crois) il creusait ou faisait des blocs. ";"Le cheval. Parce qu'il était avec moi. ";peut-être;non
Rainbow;"Prout "
