nom,age,metier,frequence,plateformes,minecraft,similaire,jeu_similaire,premiere,seconde,sens,situations,interet,logique,faire,objectifs,manques,surpris,plaisir,prefere,commentaires,processus1,processus2,processus3,prefere,autres_p1,autres_p2,autres_p3,lieu1_couleur,lieu1_description,lieu2_couleur,lieu2_description
,10,ecolier,3,"5, tablette",3,0,,les zombies archer,Qu'on ne pouvais utiliser les briques a l'infini,4,2,4,0,1,2,1,0,4, La deuxième car j'ai  construit plus que je voulais., Non., Rien.Je ne l'ai pas utiliser., je ne l'ai pas utilisé,, aucun,,1,,rouge, traits,,
